# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 22 16:28:05 2026
#
# User preference: *
#
# CONSTRAINT:  where (pl_controv_flag = 0
# CONSTRAINT:  and ttv_flag = 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
#
loc_rowid,pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_radj,ttv_flag,st_spectype,st_teff,rastr,ra,decstr,dec,sy_dist
38448,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,1.09142090000,0.0231200000,1.82500000,0,,6250.00,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38449,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,1.09142245000,,1.82000000,0,,6300.00,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38450,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,1.09141990000,,1.81900000,0,,6300.00,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38451,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,1.09141866569,,,0,,,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38452,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,1.09141964000,,,0,,6300.00,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38453,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,,,,0,,6154.00,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38454,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,1.09142119000,0.0235000000,1.86000000,0,,6300.00,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38455,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,1.09142162000,,,0,,6154.00,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38456,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,1.09142000000,0.0232000000,1.93700000,0,,6360.00,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38457,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,1.09142030000,0.0234000000,1.90000000,0,,6360.00,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38458,WASP-12 b,WASP-12,1,3,1,Transit,2008,0,1.09141890100,0.0234000000,1.96500000,0,,6265.00,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38459,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,1.09141910800,,,0,,,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38460,WASP-12 b,WASP-12,0,3,1,Transit,2008,0,,,,0,,,06h30m32.79s,97.6366450,+29d40m20.16s,29.6722662,427.24600000
38461,WASP-120 b,WASP-120,1,1,1,Transit,2016,0,,,1.39000000,0,F5,,04h10m27.86s,62.6160813,-45d53m53.68s,-45.8982434,381.17400000
38462,WASP-120 b,WASP-120,0,1,1,Transit,2016,0,3.61126205810,,1.21453865,0,,6450.00,04h10m27.86s,62.6160813,-45d53m53.68s,-45.8982434,381.17400000
38463,WASP-120 b,WASP-120,0,1,1,Transit,2016,0,3.61126721000,,,0,F5,6450.00,04h10m27.86s,62.6160813,-45d53m53.68s,-45.8982434,381.17400000
38464,WASP-120 b,WASP-120,0,1,1,Transit,2016,0,3.61126860000,,,0,F5,6450.00,04h10m27.86s,62.6160813,-45d53m53.68s,-45.8982434,381.17400000
38465,WASP-120 b,WASP-120,0,1,1,Transit,2016,0,3.61127060000,0.0514000000,1.47300000,0,F5,6450.00,04h10m27.86s,62.6160813,-45d53m53.68s,-45.8982434,381.17400000
38466,WASP-120 b,WASP-120,0,1,1,Transit,2016,0,3.61126646000,,,0,,,04h10m27.86s,62.6160813,-45d53m53.68s,-45.8982434,381.17400000
38467,WASP-121 b,WASP-121,0,1,1,Transit,2016,0,1.27492500000,,,0,F6 V,6459.00,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000
38468,WASP-121 b,WASP-121,0,1,1,Transit,2016,0,,,,0,,6776.00,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000
38469,WASP-121 b,WASP-121,0,1,1,Transit,2016,0,1.27492550000,,1.69400000,0,,,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000
38470,WASP-121 b,WASP-121,0,1,1,Transit,2016,0,1.27492460000,,1.96563814,0,,6459.00,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000
38471,WASP-121 b,WASP-121,0,1,1,Transit,2016,0,1.27492477000,,,0,F6 V,6459.00,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000
38472,WASP-121 b,WASP-121,0,1,1,Transit,2016,0,1.27492504000,0.0259600000,1.75300000,0,,,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000
38473,WASP-121 b,WASP-121,0,1,1,Transit,2016,0,1.27492550000,0.0250000000,1.80000000,0,,,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000
38474,WASP-121 b,WASP-121,1,1,1,Transit,2016,0,1.27492504000,0.0257100000,1.74200000,0,,6628.00,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000
38475,WASP-121 b,WASP-121,0,1,1,Transit,2016,0,1.27492483000,,,0,,,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000
38476,WASP-121 b,WASP-121,0,1,1,Transit,2016,0,1.27492476200,,,0,F6 V,6459.00,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000
38477,WASP-121 b,WASP-121,0,1,1,Transit,2016,0,1.27492550000,0.0254400000,1.86500000,0,F6 V,6459.00,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000
38478,WASP-123 b,WASP-123,0,2,1,Transit,2016,0,2.97764375000,,,0,,,19h17m55.01s,289.4792124,-32d51m36.45s,-32.8601244,197.99600000
38479,WASP-123 b,WASP-123,1,2,1,Transit,2016,0,,,1.35000000,0,G5,,19h17m55.01s,289.4792124,-32d51m36.45s,-32.8601244,197.99600000
38480,WASP-123 b,WASP-123,0,2,1,Transit,2016,0,2.97764359000,,,0,G5,5740.00,19h17m55.01s,289.4792124,-32d51m36.45s,-32.8601244,197.99600000
38481,WASP-123 b,WASP-123,0,2,1,Transit,2016,0,2.97764460000,,1.28770852,0,,5703.00,19h17m55.01s,289.4792124,-32d51m36.45s,-32.8601244,197.99600000
38482,WASP-123 b,WASP-123,0,2,1,Transit,2016,0,2.97764120000,0.0426300000,1.31800000,0,G5,5740.00,19h17m55.01s,289.4792124,-32d51m36.45s,-32.8601244,197.99600000
38483,WASP-124 b,WASP-124,0,1,1,Transit,2016,0,3.37264940000,,,0,,,22h10m51.44s,332.7143373,-30d44m58.99s,-30.7497189,448.63700000
38484,WASP-124 b,WASP-124,0,1,1,Transit,2016,0,3.37265110000,,1.33700000,0,,6258.00,22h10m51.44s,332.7143373,-30d44m58.99s,-30.7497189,448.63700000
38485,WASP-124 b,WASP-124,0,1,1,Transit,2016,0,3.37265000000,,,0,F9,6050.00,22h10m51.44s,332.7143373,-30d44m58.99s,-30.7497189,448.63700000
38486,WASP-124 b,WASP-124,0,1,1,Transit,2016,0,3.37264959000,,,0,F9,6050.00,22h10m51.44s,332.7143373,-30d44m58.99s,-30.7497189,448.63700000
38487,WASP-124 b,WASP-124,1,1,1,Transit,2016,0,3.37265000000,0.0449000000,1.24000000,0,F9,6050.00,22h10m51.44s,332.7143373,-30d44m58.99s,-30.7497189,448.63700000
38488,WASP-124 b,WASP-124,0,1,1,Transit,2016,0,3.37264920000,,,0,F9,6050.00,22h10m51.44s,332.7143373,-30d44m58.99s,-30.7497189,448.63700000
38489,WASP-124 b,WASP-124,0,1,1,Transit,2016,0,3.37287700000,,1.26700218,0,,6050.00,22h10m51.44s,332.7143373,-30d44m58.99s,-30.7497189,448.63700000
38490,WASP-124 b,WASP-124,0,1,1,Transit,2016,0,3.37265100000,,,0,,,22h10m51.44s,332.7143373,-30d44m58.99s,-30.7497189,448.63700000
38498,WASP-126 c,WASP-126,1,1,2,Transit Timing Variations,2019,0,7.63000000000,,,0,,5800.00,04h13m29.93s,63.3747060,-69d13m35.73s,-69.2265926,216.52600000
38499,WASP-127 b,WASP-127,0,2,1,Transit,2016,0,4.17806476000,,,0,,,10h42m14.10s,160.5587646,-03d50m06.00s,-3.8349989,159.50700000
38500,WASP-127 b,WASP-127,0,2,1,Transit,2016,0,4.17806200000,,,0,,5828.01,10h42m14.10s,160.5587646,-03d50m06.00s,-3.8349989,159.50700000
38501,WASP-127 b,WASP-127,0,2,1,Transit,2016,0,4.17806200000,0.0520000000,1.37000000,0,,5620.00,10h42m14.10s,160.5587646,-03d50m06.00s,-3.8349989,159.50700000
38502,WASP-127 b,WASP-127,0,2,1,Transit,2016,0,4.17806371388,,1.31102560,0,,5620.00,10h42m14.10s,160.5587646,-03d50m06.00s,-3.8349989,159.50700000
38503,WASP-127 b,WASP-127,0,2,1,Transit,2016,0,4.17806200000,,,0,,5620.00,10h42m14.10s,160.5587646,-03d50m06.00s,-3.8349989,159.50700000
38504,WASP-127 b,WASP-127,1,2,1,Transit,2016,0,4.17806203000,0.0484000000,1.31100000,0,,,10h42m14.10s,160.5587646,-03d50m06.00s,-3.8349989,159.50700000
38505,WASP-127 b,WASP-127,0,2,1,Transit,2016,0,4.17806190000,,,0,,,10h42m14.10s,160.5587646,-03d50m06.00s,-3.8349989,159.50700000
38506,WASP-127 b,WASP-127,0,2,1,Transit,2016,0,4.17806513000,,,0,,5620.00,10h42m14.10s,160.5587646,-03d50m06.00s,-3.8349989,159.50700000
38507,WASP-129 b,WASP-129,0,2,1,Transit,2016,0,5.74813571000,,,0,G1,5900.00,11h45m11.77s,176.2990518,-42d03m50.25s,-42.0639575,301.46200000
38508,WASP-129 b,WASP-129,0,2,1,Transit,2016,0,5.74813229288,,1.17251429,0,,5900.00,11h45m11.77s,176.2990518,-42d03m50.25s,-42.0639575,301.46200000
38509,WASP-129 b,WASP-129,1,2,1,Transit,2016,0,5.74814500000,0.0628000000,0.93000000,0,G1,5900.00,11h45m11.77s,176.2990518,-42d03m50.25s,-42.0639575,301.46200000
38510,WASP-129 b,WASP-129,0,2,1,Transit,2016,0,5.74813560000,,,0,,,11h45m11.77s,176.2990518,-42d03m50.25s,-42.0639575,301.46200000
38511,WASP-13 b,WASP-13,0,1,1,Transit,2009,0,4.35301010000,,,0,,5950.00,09h20m24.71s,140.1029654,+33d52m56.38s,33.8823291,227.53700000
38512,WASP-13 b,WASP-13,0,1,1,Transit,2009,0,4.35301126000,,,0,,,09h20m24.71s,140.1029654,+33d52m56.38s,33.8823291,227.53700000
38513,WASP-13 b,WASP-13,0,1,1,Transit,2009,0,4.35301100000,0.0536200000,1.38900000,0,,,09h20m24.71s,140.1029654,+33d52m56.38s,33.8823291,227.53700000
38514,WASP-13 b,WASP-13,0,1,1,Transit,2009,0,4.35301350000,,1.40700000,0,,5989.00,09h20m24.71s,140.1029654,+33d52m56.38s,33.8823291,227.53700000
38515,WASP-13 b,WASP-13,1,1,1,Transit,2009,0,4.35301000000,,1.22000000,0,,5950.00,09h20m24.71s,140.1029654,+33d52m56.38s,33.8823291,227.53700000
38516,WASP-13 b,WASP-13,0,1,1,Transit,2009,0,4.35301101000,,,0,,5826.00,09h20m24.71s,140.1029654,+33d52m56.38s,33.8823291,227.53700000
38517,WASP-13 b,WASP-13,0,1,1,Transit,2009,0,4.35301100000,0.0558000000,1.52800000,0,,5830.00,09h20m24.71s,140.1029654,+33d52m56.38s,33.8823291,227.53700000
38518,WASP-13 b,WASP-13,0,1,1,Transit,2009,0,4.35323390000,,1.44981069,0,,5914.00,09h20m24.71s,140.1029654,+33d52m56.38s,33.8823291,227.53700000
38519,WASP-13 b,WASP-13,0,1,1,Transit,2009,0,4.35301100000,0.0557000000,1.52800000,0,,5826.00,09h20m24.71s,140.1029654,+33d52m56.38s,33.8823291,227.53700000
38520,WASP-130 b,WASP-130,0,1,1,Transit,2016,0,11.55097340000,,,0,,,13h32m25.44s,203.1060194,-42d28m30.98s,-42.4752733,172.25600000
38521,WASP-130 b,WASP-130,0,1,1,Transit,2016,0,11.55097420000,,0.98360416,0,,5625.00,13h32m25.44s,203.1060194,-42d28m30.98s,-42.4752733,172.25600000
38522,WASP-130 b,WASP-130,0,1,1,Transit,2016,0,11.55097110000,,,0,G6,5625.00,13h32m25.44s,203.1060194,-42d28m30.98s,-42.4752733,172.25600000
38523,WASP-130 b,WASP-130,0,1,1,Transit,2016,0,11.55097960000,,,0,G6,5625.00,13h32m25.44s,203.1060194,-42d28m30.98s,-42.4752733,172.25600000
38524,WASP-130 b,WASP-130,1,1,1,Transit,2016,0,11.55098000000,0.1012000000,0.89000000,0,G6,5625.00,13h32m25.44s,203.1060194,-42d28m30.98s,-42.4752733,172.25600000
38525,WASP-130 b,WASP-130,0,1,1,Transit,2016,0,11.55098000000,,0.98000000,0,,5667.00,13h32m25.44s,203.1060194,-42d28m30.98s,-42.4752733,172.25600000
38526,WASP-131 b,WASP-131,0,1,1,Transit,2016,0,5.32202300000,0.0607000000,1.22000000,0,G0,6030.00,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084,200.07500000
38527,WASP-131 b,WASP-131,0,1,1,Transit,2016,0,5.32205050955,,1.52590224,0,,6030.00,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084,200.07500000
38528,WASP-131 b,WASP-131,1,1,1,Transit,2016,0,5.32201250000,0.0608000000,1.22600000,0,,5990.00,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084,200.07500000
38529,WASP-131 b,WASP-131,0,1,1,Transit,2016,0,5.32202300000,,,0,G0,6030.00,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084,200.07500000
38530,WASP-131 b,WASP-131,0,1,1,Transit,2016,0,5.32201200000,,,0,G0,6030.00,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084,200.07500000
38531,WASP-131 b,WASP-131,0,1,1,Transit,2016,0,5.32201170000,,,0,,,14h00m46.46s,210.1935714,-30d35m00.99s,-30.5836084,200.07500000
38532,WASP-132 b,WASP-132,0,1,3,Transit,2016,0,7.13351250000,,,0,,,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38533,WASP-132 b,WASP-132,0,1,3,Transit,2016,0,7.13351350000,,,0,K4,4775.00,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38534,WASP-132 b,WASP-132,0,1,3,Transit,2016,0,7.13352150000,,,0,K4,4775.00,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38535,WASP-132 b,WASP-132,0,1,3,Transit,2016,0,7.13352100000,0.0670000000,0.87000000,0,K4,4775.00,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38536,WASP-132 b,WASP-132,0,1,3,Transit,2016,0,7.13351400000,0.0670000000,0.89700000,0,K4,4714.00,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38537,WASP-132 b,WASP-132,1,1,3,Transit,2016,0,7.13351640000,0.0674000000,0.90100000,0,K4 V,4686.00,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38538,WASP-132 b,WASP-132,0,1,3,Transit,2016,0,7.13351486122,,0.93484486,0,,4775.00,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38539,WASP-132 b,WASP-132,0,1,3,Transit,2016,0,7.13351300000,,,0,K4,4775.00,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38540,WASP-132 c,WASP-132,0,1,3,Transit,2022,0,1.01153358850,,0.20815481,0,,4775.00,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38541,WASP-132 c,WASP-132,1,1,3,Transit,2022,0,1.01153624000,0.0183300000,0.16424330,0,K4 V,4686.00,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38542,WASP-132 c,WASP-132,0,1,3,Transit,2022,0,1.01153400000,0.0182000000,0.16500000,0,K4,4714.00,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38543,WASP-132 d,WASP-132,1,1,3,Radial Velocity,2024,0,1816.60000000000,2.7100000000,,0,K4 V,4686.00,14h30m26.21s,217.6091998,-46d09m34.26s,-46.1595160,122.91000000
38544,WASP-133 b,WASP-133,0,1,1,Transit,2016,0,2.17642310000,,,0,G4,5700.00,20h58m18.11s,314.5754375,-35d47m47.84s,-35.7966224,559.08400000
38545,WASP-133 b,WASP-133,1,1,1,Transit,2016,0,2.17642300000,0.0345000000,1.21000000,0,G4,5700.00,20h58m18.11s,314.5754375,-35d47m47.84s,-35.7966224,559.08400000
38546,WASP-133 b,WASP-133,0,1,1,Transit,2016,0,2.17648746975,,1.26548876,0,,5646.00,20h58m18.11s,314.5754375,-35d47m47.84s,-35.7966224,559.08400000
38547,WASP-133 b,WASP-133,0,1,1,Transit,2016,0,2.17642380000,,,0,G4,5700.00,20h58m18.11s,314.5754375,-35d47m47.84s,-35.7966224,559.08400000
38548,WASP-135 b,WASP-135,0,1,1,Transit,2015,0,1.40137950000,,,0,G5 V,5675.00,17h49m08.37s,267.2848846,+29d52m44.55s,29.8790428,298.21400000
38549,WASP-135 b,WASP-135,0,1,1,Transit,2015,0,1.40137864000,,,0,G5 V,5675.00,17h49m08.37s,267.2848846,+29d52m44.55s,29.8790428,298.21400000
38550,WASP-135 b,WASP-135,0,1,1,Transit,2015,0,1.40137840070,,1.24879756,0,,4984.00,17h49m08.37s,267.2848846,+29d52m44.55s,29.8790428,298.21400000
38551,WASP-135 b,WASP-135,1,1,1,Transit,2015,0,1.40137940000,0.0243000000,1.30000000,0,G5 V,5675.00,17h49m08.37s,267.2848846,+29d52m44.55s,29.8790428,298.21400000
38552,WASP-135 b,WASP-135,0,1,1,Transit,2015,0,1.40137880000,,,0,G5 V,5675.00,17h49m08.37s,267.2848846,+29d52m44.55s,29.8790428,298.21400000
38553,WASP-135 b,WASP-135,0,1,1,Transit,2015,0,1.40137841000,,,0,,,17h49m08.37s,267.2848846,+29d52m44.55s,29.8790428,298.21400000
38554,WASP-136 b,WASP-136,0,1,1,Transit,2016,0,5.21535630000,,,0,,,00h01m18.18s,0.3257610,-08d55m34.50s,-8.9262512,275.58700000
38555,WASP-136 b,WASP-136,0,1,1,Transit,2016,0,5.21535700000,0.0661000000,1.38000000,0,,6260.00,00h01m18.18s,0.3257610,-08d55m34.50s,-8.9262512,275.58700000
38556,WASP-136 b,WASP-136,1,1,1,Transit,2016,0,,,1.50000000,0,F,,00h01m18.18s,0.3257610,-08d55m34.50s,-8.9262512,275.58700000
38557,WASP-136 b,WASP-136,0,1,1,Transit,2016,0,5.21535450000,,,0,,6260.00,00h01m18.18s,0.3257610,-08d55m34.50s,-8.9262512,275.58700000
38558,WASP-136 b,WASP-136,0,1,1,Transit,2016,0,5.21536178778,,1.58372743,0,,6067.20,00h01m18.18s,0.3257610,-08d55m34.50s,-8.9262512,275.58700000
38559,WASP-136 b,WASP-136,0,1,1,Transit,2016,0,5.21535710000,,,0,,6260.00,00h01m18.18s,0.3257610,-08d55m34.50s,-8.9262512,275.58700000
38560,WASP-136 b,WASP-136,0,1,1,Transit,2016,0,5.21535700000,,1.38000000,0,,6250.00,00h01m18.18s,0.3257610,-08d55m34.50s,-8.9262512,275.58700000
38561,WASP-138 b,WASP-138,0,1,1,Transit,2016,0,3.63444470000,,1.27130204,0,,6272.00,02h46m33.40s,41.6391598,-00d27m50.85s,-0.4641252,414.23400000
38562,WASP-138 b,WASP-138,1,1,1,Transit,2016,0,3.63443300000,0.0494000000,1.09000000,0,,6272.00,02h46m33.40s,41.6391598,-00d27m50.85s,-0.4641252,414.23400000
38563,WASP-138 b,WASP-138,0,1,1,Transit,2016,0,3.63443270000,,,0,,6272.00,02h46m33.40s,41.6391598,-00d27m50.85s,-0.4641252,414.23400000
38564,WASP-138 b,WASP-138,0,1,1,Transit,2016,0,3.63443650000,,,0,,,02h46m33.40s,41.6391598,-00d27m50.85s,-0.4641252,414.23400000
38565,WASP-138 b,WASP-138,0,1,1,Transit,2016,0,3.63444120000,,,0,,6272.00,02h46m33.40s,41.6391598,-00d27m50.85s,-0.4641252,414.23400000
38566,WASP-139 b,WASP-139,0,2,1,Transit,2016,0,5.92426613248,,0.83362122,0,,5310.00,03h18m14.92s,49.5621730,-41d18m07.28s,-41.3020235,212.47200000
38567,WASP-139 b,WASP-139,0,2,1,Transit,2016,0,5.92426710000,,,0,,,03h18m14.92s,49.5621730,-41d18m07.28s,-41.3020235,212.47200000
38568,WASP-139 b,WASP-139,0,2,1,Transit,2016,0,5.92426720000,,,0,K0,5310.00,03h18m14.92s,49.5621730,-41d18m07.28s,-41.3020235,212.47200000
38569,WASP-139 b,WASP-139,1,2,1,Transit,2016,0,5.92426200000,0.0620000000,0.80000000,0,K0,5310.00,03h18m14.92s,49.5621730,-41d18m07.28s,-41.3020235,212.47200000
38570,WASP-14 b,WASP-14,0,3,1,Transit,2008,0,2.24376610000,0.0358000000,1.28100000,0,,6480.00,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38571,WASP-14 b,WASP-14,0,3,1,Transit,2008,0,2.24376628000,,,0,,6475.00,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38572,WASP-14 b,WASP-14,0,3,1,Transit,2008,0,2.24376524000,0.0371000000,1.22100000,0,,6500.00,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38573,WASP-14 b,WASP-14,0,3,1,Transit,2008,0,2.24376570000,,,0,,,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38574,WASP-14 b,WASP-14,0,3,1,Transit,2008,0,2.24375200000,0.0360000000,1.28100000,0,,6475.00,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38575,WASP-14 b,WASP-14,0,3,1,Transit,2008,0,2.24376639000,,,0,,6475.00,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38576,WASP-14 b,WASP-14,0,3,1,Transit,2008,0,2.24376550000,0.0370000000,1.24000000,0,,6475.00,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38577,WASP-14 b,WASP-14,0,3,1,Transit,2008,0,2.24384710000,,1.27479923,0,,6458.00,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38578,WASP-14 b,WASP-14,0,3,1,Transit,2008,0,2.24376690000,,,0,,,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38579,WASP-14 b,WASP-14,0,3,1,Transit,2008,0,,,,0,,,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38580,WASP-14 b,WASP-14,0,3,1,Transit,2008,0,2.24376610000,0.0372000000,1.63300000,0,,6475.00,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38581,WASP-14 b,WASP-14,1,3,1,Transit,2008,0,2.24375000000,,1.38000000,0,,6475.00,14h33m06.39s,218.2766247,+21d53m40.87s,21.8946875,161.99700000
38582,WASP-140 b,WASP-140,0,2,1,Transit,2016,0,2.23598380000,,,0,K0,5260.00,04h01m32.53s,60.3855387,-20d27m03.60s,-20.4509991,117.59800000
38583,WASP-140 b,WASP-140,0,2,1,Transit,2016,0,2.23598645524,,1.19874810,0,,5260.00,04h01m32.53s,60.3855387,-20d27m03.60s,-20.4509991,117.59800000
38584,WASP-140 b,WASP-140,0,2,1,Transit,2016,0,2.23598437000,,,0,,,04h01m32.53s,60.3855387,-20d27m03.60s,-20.4509991,117.59800000
38585,WASP-140 b,WASP-140,0,2,1,Transit,2016,0,2.23598448000,,,0,K0,5260.00,04h01m32.53s,60.3855387,-20d27m03.60s,-20.4509991,117.59800000
38586,WASP-140 b,WASP-140,0,2,1,Transit,2016,0,2.23598350000,0.0323000000,1.44000000,0,K0,5260.00,04h01m32.53s,60.3855387,-20d27m03.60s,-20.4509991,117.59800000
38587,WASP-140 b,WASP-140,1,2,1,Transit,2016,0,,,1.27000000,0,K0,5300.00,04h01m32.53s,60.3855387,-20d27m03.60s,-20.4509991,117.59800000
38588,WASP-141 b,WASP-141,0,1,1,Transit,2016,0,3.31066700000,,,0,,,04h47m17.86s,71.8244347,-17d06m54.62s,-17.1151736,516.54300000
38589,WASP-141 b,WASP-141,0,1,1,Transit,2016,0,3.31066920056,,1.19386529,0,,6030.00,04h47m17.86s,71.8244347,-17d06m54.62s,-17.1151736,516.54300000
38590,WASP-141 b,WASP-141,0,1,1,Transit,2016,0,3.31066280000,,,0,F9,5900.00,04h47m17.86s,71.8244347,-17d06m54.62s,-17.1151736,516.54300000
38591,WASP-141 b,WASP-141,1,1,1,Transit,2016,0,3.31065100000,0.0469000000,1.21000000,0,F9,5900.00,04h47m17.86s,71.8244347,-17d06m54.62s,-17.1151736,516.54300000
38592,WASP-141 b,WASP-141,0,1,1,Transit,2016,0,3.31066699000,,,0,F9,5900.00,04h47m17.86s,71.8244347,-17d06m54.62s,-17.1151736,516.54300000
38593,WASP-142 b,WASP-142,0,1,1,Transit,2016,0,2.05287056000,,,0,,,09h22m01.52s,140.5063164,-23d56m45.97s,-23.9461020,730.93300000
38594,WASP-142 b,WASP-142,0,1,1,Transit,2016,0,2.05286800000,,,0,F8,6010.00,09h22m01.52s,140.5063164,-23d56m45.97s,-23.9461020,730.93300000
38595,WASP-142 b,WASP-142,1,1,1,Transit,2016,0,2.05286800000,0.0347000000,1.53000000,0,F8,6010.00,09h22m01.52s,140.5063164,-23d56m45.97s,-23.9461020,730.93300000
38596,WASP-142 b,WASP-142,0,1,1,Transit,2016,0,2.05287050000,,,0,F8,6010.00,09h22m01.52s,140.5063164,-23d56m45.97s,-23.9461020,730.93300000
38597,WASP-142 b,WASP-142,0,1,1,Transit,2016,0,2.05286837160,,1.57255516,0,,6010.00,09h22m01.52s,140.5063164,-23d56m45.97s,-23.9461020,730.93300000
38598,WASP-144 b,WASP-144,0,1,1,Transit,2018,0,2.27831350000,,,0,,,21h23m03.09s,320.7628761,-40d02m54.38s,-40.0484393,355.51300000
38599,WASP-144 b,WASP-144,0,1,1,Transit,2018,0,2.27831530000,,,0,K2 V,5200.00,21h23m03.09s,320.7628761,-40d02m54.38s,-40.0484393,355.51300000
38600,WASP-144 b,WASP-144,0,1,1,Transit,2018,0,2.27857495182,,1.31797889,0,,4879.00,21h23m03.09s,320.7628761,-40d02m54.38s,-40.0484393,355.51300000
38601,WASP-144 b,WASP-144,1,1,1,Transit,2018,0,2.27831520000,0.0316000000,0.85000000,0,K2 V,5200.00,21h23m03.09s,320.7628761,-40d02m54.38s,-40.0484393,355.51300000
